atlasId,atlasName,cohortId,name
111100000,alogliptin main,111100000,dpp4i/ID111100000
111110000,alogliptin younger-age,111110000,dpp4i/ID111110000
111120000,alogliptin middle-age,111120000,dpp4i/ID111120000
111130000,alogliptin older-age,111130000,dpp4i/ID111130000
111100010,alogliptin low-cvr,111100010,dpp4i/ID111100010
111100020,alogliptin higher-cvr,111100020,dpp4i/ID111100020
111101000,alogliptin female,111101000,dpp4i/ID111101000
111102000,alogliptin male,111102000,dpp4i/ID111102000
111100100,alogliptin black,111100100,dpp4i/ID111100100
111100001,alogliptin without-rdz,111100001,dpp4i/ID111100001
111100002,alogliptin with-rdz,111100002,dpp4i/ID111100002
112100000,alogliptin main ot2,112100000,dpp4i/ID112100000
112110000,alogliptin ot2 younger-age,112110000,dpp4i/ID112110000
112120000,alogliptin ot2 middle-age,112120000,dpp4i/ID112120000
112130000,alogliptin ot2 older-age,112130000,dpp4i/ID112130000
112100010,alogliptin ot2 low-cvr,112100010,dpp4i/ID112100010
112100020,alogliptin ot2 higher-cvr,112100020,dpp4i/ID112100020
112101000,alogliptin ot2 female,112101000,dpp4i/ID112101000
112102000,alogliptin ot2 male,112102000,dpp4i/ID112102000
112100100,alogliptin ot2 black,112100100,dpp4i/ID112100100
112100001,alogliptin ot2 without-rdz,112100001,dpp4i/ID112100001
112100002,alogliptin ot2 with-rdz,112100002,dpp4i/ID112100002
111200000,alogliptin main no-met,111200000,dpp4i/ID111200000
111210000,alogliptin no-met younger-age,111210000,dpp4i/ID111210000
111220000,alogliptin no-met middle-age,111220000,dpp4i/ID111220000
111230000,alogliptin no-met older-age,111230000,dpp4i/ID111230000
111200010,alogliptin no-met low-cvr,111200010,dpp4i/ID111200010
111200020,alogliptin no-met higher-cvr,111200020,dpp4i/ID111200020
111201000,alogliptin no-met female,111201000,dpp4i/ID111201000
111202000,alogliptin no-met male,111202000,dpp4i/ID111202000
111200100,alogliptin no-met black,111200100,dpp4i/ID111200100
111200001,alogliptin no-met without-rdz,111200001,dpp4i/ID111200001
111200002,alogliptin no-met with-rdz,111200002,dpp4i/ID111200002
112200000,alogliptin main ot2 no-met,112200000,dpp4i/ID112200000
112210000,alogliptin ot2 no-met younger-age,112210000,dpp4i/ID112210000
112220000,alogliptin ot2 no-met middle-age,112220000,dpp4i/ID112220000
112230000,alogliptin ot2 no-met older-age,112230000,dpp4i/ID112230000
112200010,alogliptin ot2 no-met low-cvr,112200010,dpp4i/ID112200010
112200020,alogliptin ot2 no-met higher-cvr,112200020,dpp4i/ID112200020
112201000,alogliptin ot2 no-met female,112201000,dpp4i/ID112201000
112202000,alogliptin ot2 no-met male,112202000,dpp4i/ID112202000
112200100,alogliptin ot2 no-met black,112200100,dpp4i/ID112200100
112200001,alogliptin ot2 no-met without-rdz,112200001,dpp4i/ID112200001
112200002,alogliptin ot2 no-met with-rdz,112200002,dpp4i/ID112200002
121100000,linagliptin main,121100000,dpp4i/ID121100000
121110000,linagliptin younger-age,121110000,dpp4i/ID121110000
121120000,linagliptin middle-age,121120000,dpp4i/ID121120000
121130000,linagliptin older-age,121130000,dpp4i/ID121130000
121100010,linagliptin low-cvr,121100010,dpp4i/ID121100010
121100020,linagliptin higher-cvr,121100020,dpp4i/ID121100020
121101000,linagliptin female,121101000,dpp4i/ID121101000
121102000,linagliptin male,121102000,dpp4i/ID121102000
121100100,linagliptin black,121100100,dpp4i/ID121100100
121100001,linagliptin without-rdz,121100001,dpp4i/ID121100001
121100002,linagliptin with-rdz,121100002,dpp4i/ID121100002
122100000,linagliptin main ot2,122100000,dpp4i/ID122100000
122110000,linagliptin ot2 younger-age,122110000,dpp4i/ID122110000
122120000,linagliptin ot2 middle-age,122120000,dpp4i/ID122120000
122130000,linagliptin ot2 older-age,122130000,dpp4i/ID122130000
122100010,linagliptin ot2 low-cvr,122100010,dpp4i/ID122100010
122100020,linagliptin ot2 higher-cvr,122100020,dpp4i/ID122100020
122101000,linagliptin ot2 female,122101000,dpp4i/ID122101000
122102000,linagliptin ot2 male,122102000,dpp4i/ID122102000
122100100,linagliptin ot2 black,122100100,dpp4i/ID122100100
122100001,linagliptin ot2 without-rdz,122100001,dpp4i/ID122100001
122100002,linagliptin ot2 with-rdz,122100002,dpp4i/ID122100002
121200000,linagliptin main no-met,121200000,dpp4i/ID121200000
121210000,linagliptin no-met younger-age,121210000,dpp4i/ID121210000
121220000,linagliptin no-met middle-age,121220000,dpp4i/ID121220000
121230000,linagliptin no-met older-age,121230000,dpp4i/ID121230000
121200010,linagliptin no-met low-cvr,121200010,dpp4i/ID121200010
121200020,linagliptin no-met higher-cvr,121200020,dpp4i/ID121200020
121201000,linagliptin no-met female,121201000,dpp4i/ID121201000
121202000,linagliptin no-met male,121202000,dpp4i/ID121202000
