atlasId,atlasName,cohortId,name
211100000,albiglutide main,211100000,glp1ra/ID211100000
211110000,albiglutide younger-age,211110000,glp1ra/ID211110000
211120000,albiglutide middle-age,211120000,glp1ra/ID211120000
211130000,albiglutide older-age,211130000,glp1ra/ID211130000
211100010,albiglutide low-cvr,211100010,glp1ra/ID211100010
211100020,albiglutide higher-cvr,211100020,glp1ra/ID211100020
211101000,albiglutide female,211101000,glp1ra/ID211101000
211102000,albiglutide male,211102000,glp1ra/ID211102000
211100100,albiglutide black,211100100,glp1ra/ID211100100
211100001,albiglutide without-rdz,211100001,glp1ra/ID211100001
211100002,albiglutide with-rdz,211100002,glp1ra/ID211100002
212100000,albiglutide main ot2,212100000,glp1ra/ID212100000
212110000,albiglutide ot2 younger-age,212110000,glp1ra/ID212110000
212120000,albiglutide ot2 middle-age,212120000,glp1ra/ID212120000
212130000,albiglutide ot2 older-age,212130000,glp1ra/ID212130000
212100010,albiglutide ot2 low-cvr,212100010,glp1ra/ID212100010
212100020,albiglutide ot2 higher-cvr,212100020,glp1ra/ID212100020
212101000,albiglutide ot2 female,212101000,glp1ra/ID212101000
212102000,albiglutide ot2 male,212102000,glp1ra/ID212102000
212100100,albiglutide ot2 black,212100100,glp1ra/ID212100100
212100001,albiglutide ot2 without-rdz,212100001,glp1ra/ID212100001
212100002,albiglutide ot2 with-rdz,212100002,glp1ra/ID212100002
211200000,albiglutide main no-met,211200000,glp1ra/ID211200000
211210000,albiglutide no-met younger-age,211210000,glp1ra/ID211210000
211220000,albiglutide no-met middle-age,211220000,glp1ra/ID211220000
211230000,albiglutide no-met older-age,211230000,glp1ra/ID211230000
211200010,albiglutide no-met low-cvr,211200010,glp1ra/ID211200010
211200020,albiglutide no-met higher-cvr,211200020,glp1ra/ID211200020
211201000,albiglutide no-met female,211201000,glp1ra/ID211201000
211202000,albiglutide no-met male,211202000,glp1ra/ID211202000
211200100,albiglutide no-met black,211200100,glp1ra/ID211200100
211200001,albiglutide no-met without-rdz,211200001,glp1ra/ID211200001
211200002,albiglutide no-met with-rdz,211200002,glp1ra/ID211200002
212200000,albiglutide main ot2 no-met,212200000,glp1ra/ID212200000
212210000,albiglutide ot2 no-met younger-age,212210000,glp1ra/ID212210000
212220000,albiglutide ot2 no-met middle-age,212220000,glp1ra/ID212220000
212230000,albiglutide ot2 no-met older-age,212230000,glp1ra/ID212230000
212200010,albiglutide ot2 no-met low-cvr,212200010,glp1ra/ID212200010
212200020,albiglutide ot2 no-met higher-cvr,212200020,glp1ra/ID212200020
212201000,albiglutide ot2 no-met female,212201000,glp1ra/ID212201000
212202000,albiglutide ot2 no-met male,212202000,glp1ra/ID212202000
212200100,albiglutide ot2 no-met black,212200100,glp1ra/ID212200100
212200001,albiglutide ot2 no-met without-rdz,212200001,glp1ra/ID212200001
212200002,albiglutide ot2 no-met with-rdz,212200002,glp1ra/ID212200002
221100000,dulaglutide main,221100000,glp1ra/ID221100000
221110000,dulaglutide younger-age,221110000,glp1ra/ID221110000
221120000,dulaglutide middle-age,221120000,glp1ra/ID221120000
221130000,dulaglutide older-age,221130000,glp1ra/ID221130000
221100010,dulaglutide low-cvr,221100010,glp1ra/ID221100010
221100020,dulaglutide higher-cvr,221100020,glp1ra/ID221100020
221101000,dulaglutide female,221101000,glp1ra/ID221101000
221102000,dulaglutide male,221102000,glp1ra/ID221102000
221100100,dulaglutide black,221100100,glp1ra/ID221100100
221100001,dulaglutide without-rdz,221100001,glp1ra/ID221100001
221100002,dulaglutide with-rdz,221100002,glp1ra/ID221100002
222100000,dulaglutide main ot2,222100000,glp1ra/ID222100000
222110000,dulaglutide ot2 younger-age,222110000,glp1ra/ID222110000
222120000,dulaglutide ot2 middle-age,222120000,glp1ra/ID222120000
222130000,dulaglutide ot2 older-age,222130000,glp1ra/ID222130000
222100010,dulaglutide ot2 low-cvr,222100010,glp1ra/ID222100010
222100020,dulaglutide ot2 higher-cvr,222100020,glp1ra/ID222100020
222101000,dulaglutide ot2 female,222101000,glp1ra/ID222101000
222102000,dulaglutide ot2 male,222102000,glp1ra/ID222102000
222100100,dulaglutide ot2 black,222100100,glp1ra/ID222100100
222100001,dulaglutide ot2 without-rdz,222100001,glp1ra/ID222100001
222100002,dulaglutide ot2 with-rdz,222100002,glp1ra/ID222100002
221200000,dulaglutide main no-met,221200000,glp1ra/ID221200000
221210000,dulaglutide no-met younger-age,221210000,glp1ra/ID221210000
221220000,dulaglutide no-met middle-age,221220000,glp1ra/ID221220000
221230000,dulaglutide no-met older-age,221230000,glp1ra/ID221230000
221200010,dulaglutide no-met low-cvr,221200010,glp1ra/ID221200010
221200020,dulaglutide no-met higher-cvr,221200020,glp1ra/ID221200020
221201000,dulaglutide no-met female,221201000,glp1ra/ID221201000
221202000,dulaglutide no-met male,221202000,glp1ra/ID221202000
221200100,dulaglutide no-met black,221200100,glp1ra/ID221200100
221200001,dulaglutide no-met without-rdz,221200001,glp1ra/ID221200001
221200002,dulaglutide no-met with-rdz,221200002,glp1ra/ID221200002
222200000,dulaglutide main ot2 no-met,222200000,glp1ra/ID222200000
222210000,dulaglutide ot2 no-met younger-age,222210000,glp1ra/ID222210000
222220000,dulaglutide ot2 no-met middle-age,222220000,glp1ra/ID222220000
222230000,dulaglutide ot2 no-met older-age,222230000,glp1ra/ID222230000
222200010,dulaglutide ot2 no-met low-cvr,222200010,glp1ra/ID222200010
222200020,dulaglutide ot2 no-met higher-cvr,222200020,glp1ra/ID222200020
222201000,dulaglutide ot2 no-met female,222201000,glp1ra/ID222201000
222202000,dulaglutide ot2 no-met male,222202000,glp1ra/ID222202000
222200100,dulaglutide ot2 no-met black,222200100,glp1ra/ID222200100
222200001,dulaglutide ot2 no-met without-rdz,222200001,glp1ra/ID222200001
222200002,dulaglutide ot2 no-met with-rdz,222200002,glp1ra/ID222200002
231100000,exenatide main,231100000,glp1ra/ID231100000
231110000,exenatide younger-age,231110000,glp1ra/ID231110000
231120000,exenatide middle-age,231120000,glp1ra/ID231120000
231130000,exenatide older-age,231130000,glp1ra/ID231130000
231100010,exenatide low-cvr,231100010,glp1ra/ID231100010
231100020,exenatide higher-cvr,231100020,glp1ra/ID231100020
231101000,exenatide female,231101000,glp1ra/ID231101000
231102000,exenatide male,231102000,glp1ra/ID231102000
231100100,exenatide black,231100100,glp1ra/ID231100100
231100001,exenatide without-rdz,231100001,glp1ra/ID231100001
231100002,exenatide with-rdz,231100002,glp1ra/ID231100002
232100000,exenatide main ot2,232100000,glp1ra/ID232100000
232110000,exenatide ot2 younger-age,232110000,glp1ra/ID232110000
232120000,exenatide ot2 middle-age,232120000,glp1ra/ID232120000
232130000,exenatide ot2 older-age,232130000,glp1ra/ID232130000
232100010,exenatide ot2 low-cvr,232100010,glp1ra/ID232100010
232100020,exenatide ot2 higher-cvr,232100020,glp1ra/ID232100020
232101000,exenatide ot2 female,232101000,glp1ra/ID232101000
232102000,exenatide ot2 male,232102000,glp1ra/ID232102000
232100100,exenatide ot2 black,232100100,glp1ra/ID232100100
232100001,exenatide ot2 without-rdz,232100001,glp1ra/ID232100001
232100002,exenatide ot2 with-rdz,232100002,glp1ra/ID232100002
231200000,exenatide main no-met,231200000,glp1ra/ID231200000
231210000,exenatide no-met younger-age,231210000,glp1ra/ID231210000
231220000,exenatide no-met middle-age,231220000,glp1ra/ID231220000
231230000,exenatide no-met older-age,231230000,glp1ra/ID231230000
231200010,exenatide no-met low-cvr,231200010,glp1ra/ID231200010
231200020,exenatide no-met higher-cvr,231200020,glp1ra/ID231200020
231201000,exenatide no-met female,231201000,glp1ra/ID231201000
231202000,exenatide no-met male,231202000,glp1ra/ID231202000
231200100,exenatide no-met black,231200100,glp1ra/ID231200100
231200001,exenatide no-met without-rdz,231200001,glp1ra/ID231200001
231200002,exenatide no-met with-rdz,231200002,glp1ra/ID231200002
232200000,exenatide main ot2 no-met,232200000,glp1ra/ID232200000
232210000,exenatide ot2 no-met younger-age,232210000,glp1ra/ID232210000
232220000,exenatide ot2 no-met middle-age,232220000,glp1ra/ID232220000
232230000,exenatide ot2 no-met older-age,232230000,glp1ra/ID232230000
232200010,exenatide ot2 no-met low-cvr,232200010,glp1ra/ID232200010
232200020,exenatide ot2 no-met higher-cvr,232200020,glp1ra/ID232200020
232201000,exenatide ot2 no-met female,232201000,glp1ra/ID232201000
232202000,exenatide ot2 no-met male,232202000,glp1ra/ID232202000
232200100,exenatide ot2 no-met black,232200100,glp1ra/ID232200100
232200001,exenatide ot2 no-met without-rdz,232200001,glp1ra/ID232200001
232200002,exenatide ot2 no-met with-rdz,232200002,glp1ra/ID232200002
241100000,liraglutide main,241100000,glp1ra/ID241100000
241110000,liraglutide younger-age,241110000,glp1ra/ID241110000
241120000,liraglutide middle-age,241120000,glp1ra/ID241120000
241130000,liraglutide older-age,241130000,glp1ra/ID241130000
241100010,liraglutide low-cvr,241100010,glp1ra/ID241100010
241100020,liraglutide higher-cvr,241100020,glp1ra/ID241100020
241101000,liraglutide female,241101000,glp1ra/ID241101000
241102000,liraglutide male,241102000,glp1ra/ID241102000
241100100,liraglutide black,241100100,glp1ra/ID241100100
241100001,liraglutide without-rdz,241100001,glp1ra/ID241100001
241100002,liraglutide with-rdz,241100002,glp1ra/ID241100002
242100000,liraglutide main ot2,242100000,glp1ra/ID242100000
242110000,liraglutide ot2 younger-age,242110000,glp1ra/ID242110000
