atlasId,atlasName,cohortId,name
411100000,chlorpropamide main,411100000,su/ID411100000
411110000,chlorpropamide younger-age,411110000,su/ID411110000
411120000,chlorpropamide middle-age,411120000,su/ID411120000
411130000,chlorpropamide older-age,411130000,su/ID411130000
411100010,chlorpropamide low-cvr,411100010,su/ID411100010
411100020,chlorpropamide higher-cvr,411100020,su/ID411100020
411101000,chlorpropamide female,411101000,su/ID411101000
411102000,chlorpropamide male,411102000,su/ID411102000
411100100,chlorpropamide black,411100100,su/ID411100100
411100001,chlorpropamide without-rdz,411100001,su/ID411100001
411100002,chlorpropamide with-rdz,411100002,su/ID411100002
412100000,chlorpropamide main ot2,412100000,su/ID412100000
412110000,chlorpropamide ot2 younger-age,412110000,su/ID412110000
412120000,chlorpropamide ot2 middle-age,412120000,su/ID412120000
412130000,chlorpropamide ot2 older-age,412130000,su/ID412130000
412100010,chlorpropamide ot2 low-cvr,412100010,su/ID412100010
412100020,chlorpropamide ot2 higher-cvr,412100020,su/ID412100020
412101000,chlorpropamide ot2 female,412101000,su/ID412101000
412102000,chlorpropamide ot2 male,412102000,su/ID412102000
412100100,chlorpropamide ot2 black,412100100,su/ID412100100
412100001,chlorpropamide ot2 without-rdz,412100001,su/ID412100001
412100002,chlorpropamide ot2 with-rdz,412100002,su/ID412100002
411200000,chlorpropamide main no-met,411200000,su/ID411200000
411210000,chlorpropamide no-met younger-age,411210000,su/ID411210000
411220000,chlorpropamide no-met middle-age,411220000,su/ID411220000
411230000,chlorpropamide no-met older-age,411230000,su/ID411230000
411200010,chlorpropamide no-met low-cvr,411200010,su/ID411200010
411200020,chlorpropamide no-met higher-cvr,411200020,su/ID411200020
411201000,chlorpropamide no-met female,411201000,su/ID411201000
411202000,chlorpropamide no-met male,411202000,su/ID411202000
411200100,chlorpropamide no-met black,411200100,su/ID411200100
411200001,chlorpropamide no-met without-rdz,411200001,su/ID411200001
411200002,chlorpropamide no-met with-rdz,411200002,su/ID411200002
412200000,chlorpropamide main ot2 no-met,412200000,su/ID412200000
412210000,chlorpropamide ot2 no-met younger-age,412210000,su/ID412210000
412220000,chlorpropamide ot2 no-met middle-age,412220000,su/ID412220000
412230000,chlorpropamide ot2 no-met older-age,412230000,su/ID412230000
412200010,chlorpropamide ot2 no-met low-cvr,412200010,su/ID412200010
412200020,chlorpropamide ot2 no-met higher-cvr,412200020,su/ID412200020
412201000,chlorpropamide ot2 no-met female,412201000,su/ID412201000
412202000,chlorpropamide ot2 no-met male,412202000,su/ID412202000
412200100,chlorpropamide ot2 no-met black,412200100,su/ID412200100
412200001,chlorpropamide ot2 no-met without-rdz,412200001,su/ID412200001
412200002,chlorpropamide ot2 no-met with-rdz,412200002,su/ID412200002
421100000,glimepiride main,421100000,su/ID421100000
421110000,glimepiride younger-age,421110000,su/ID421110000
421120000,glimepiride middle-age,421120000,su/ID421120000
421130000,glimepiride older-age,421130000,su/ID421130000
421100010,glimepiride low-cvr,421100010,su/ID421100010
421100020,glimepiride higher-cvr,421100020,su/ID421100020
421101000,glimepiride female,421101000,su/ID421101000
421102000,glimepiride male,421102000,su/ID421102000
421100100,glimepiride black,421100100,su/ID421100100
421100001,glimepiride without-rdz,421100001,su/ID421100001
421100002,glimepiride with-rdz,421100002,su/ID421100002
422100000,glimepiride main ot2,422100000,su/ID422100000
422110000,glimepiride ot2 younger-age,422110000,su/ID422110000
422120000,glimepiride ot2 middle-age,422120000,su/ID422120000
422130000,glimepiride ot2 older-age,422130000,su/ID422130000
422100010,glimepiride ot2 low-cvr,422100010,su/ID422100010
422100020,glimepiride ot2 higher-cvr,422100020,su/ID422100020
422101000,glimepiride ot2 female,422101000,su/ID422101000
422102000,glimepiride ot2 male,422102000,su/ID422102000
422100100,glimepiride ot2 black,422100100,su/ID422100100
422100001,glimepiride ot2 without-rdz,422100001,su/ID422100001
422100002,glimepiride ot2 with-rdz,422100002,su/ID422100002
421200000,glimepiride main no-met,421200000,su/ID421200000
421210000,glimepiride no-met younger-age,421210000,su/ID421210000
421220000,glimepiride no-met middle-age,421220000,su/ID421220000
421230000,glimepiride no-met older-age,421230000,su/ID421230000
421200010,glimepiride no-met low-cvr,421200010,su/ID421200010
421200020,glimepiride no-met higher-cvr,421200020,su/ID421200020
421201000,glimepiride no-met female,421201000,su/ID421201000
421202000,glimepiride no-met male,421202000,su/ID421202000
421200100,glimepiride no-met black,421200100,su/ID421200100
421200001,glimepiride no-met without-rdz,421200001,su/ID421200001
421200002,glimepiride no-met with-rdz,421200002,su/ID421200002
422200000,glimepiride main ot2 no-met,422200000,su/ID422200000
422210000,glimepiride ot2 no-met younger-age,422210000,su/ID422210000
422220000,glimepiride ot2 no-met middle-age,422220000,su/ID422220000
422230000,glimepiride ot2 no-met older-age,422230000,su/ID422230000
422200010,glimepiride ot2 no-met low-cvr,422200010,su/ID422200010
422200020,glimepiride ot2 no-met higher-cvr,422200020,su/ID422200020
422201000,glimepiride ot2 no-met female,422201000,su/ID422201000
422202000,glimepiride ot2 no-met male,422202000,su/ID422202000
422200100,glimepiride ot2 no-met black,422200100,su/ID422200100
422200001,glimepiride ot2 no-met without-rdz,422200001,su/ID422200001
422200002,glimepiride ot2 no-met with-rdz,422200002,su/ID422200002
431100000,glipizide main,431100000,su/ID431100000
431110000,glipizide younger-age,431110000,su/ID431110000
431120000,glipizide middle-age,431120000,su/ID431120000
431130000,glipizide older-age,431130000,su/ID431130000
431100010,glipizide low-cvr,431100010,su/ID431100010
431100020,glipizide higher-cvr,431100020,su/ID431100020
431101000,glipizide female,431101000,su/ID431101000
431102000,glipizide male,431102000,su/ID431102000
431100100,glipizide black,431100100,su/ID431100100
431100001,glipizide without-rdz,431100001,su/ID431100001
431100002,glipizide with-rdz,431100002,su/ID431100002
432100000,glipizide main ot2,432100000,su/ID432100000
432110000,glipizide ot2 younger-age,432110000,su/ID432110000
432120000,glipizide ot2 middle-age,432120000,su/ID432120000
432130000,glipizide ot2 older-age,432130000,su/ID432130000
432100010,glipizide ot2 low-cvr,432100010,su/ID432100010
432100020,glipizide ot2 higher-cvr,432100020,su/ID432100020
432101000,glipizide ot2 female,432101000,su/ID432101000
432102000,glipizide ot2 male,432102000,su/ID432102000
432100100,glipizide ot2 black,432100100,su/ID432100100
432100001,glipizide ot2 without-rdz,432100001,su/ID432100001
432100002,glipizide ot2 with-rdz,432100002,su/ID432100002
431200000,glipizide main no-met,431200000,su/ID431200000
431210000,glipizide no-met younger-age,431210000,su/ID431210000
431220000,glipizide no-met middle-age,431220000,su/ID431220000
431230000,glipizide no-met older-age,431230000,su/ID431230000
431200010,glipizide no-met low-cvr,431200010,su/ID431200010
431200020,glipizide no-met higher-cvr,431200020,su/ID431200020
431201000,glipizide no-met female,431201000,su/ID431201000
431202000,glipizide no-met male,431202000,su/ID431202000
431200100,glipizide no-met black,431200100,su/ID431200100
431200001,glipizide no-met without-rdz,431200001,su/ID431200001
431200002,glipizide no-met with-rdz,431200002,su/ID431200002
432200000,glipizide main ot2 no-met,432200000,su/ID432200000
432210000,glipizide ot2 no-met younger-age,432210000,su/ID432210000
432220000,glipizide ot2 no-met middle-age,432220000,su/ID432220000
432230000,glipizide ot2 no-met older-age,432230000,su/ID432230000
432200010,glipizide ot2 no-met low-cvr,432200010,su/ID432200010
432200020,glipizide ot2 no-met higher-cvr,432200020,su/ID432200020
432201000,glipizide ot2 no-met female,432201000,su/ID432201000
432202000,glipizide ot2 no-met male,432202000,su/ID432202000
432200100,glipizide ot2 no-met black,432200100,su/ID432200100
432200001,glipizide ot2 no-met without-rdz,432200001,su/ID432200001
432200002,glipizide ot2 no-met with-rdz,432200002,su/ID432200002
441100000,gliquidone main,441100000,su/ID441100000
441110000,gliquidone younger-age,441110000,su/ID441110000
441120000,gliquidone middle-age,441120000,su/ID441120000
441130000,gliquidone older-age,441130000,su/ID441130000
441100010,gliquidone low-cvr,441100010,su/ID441100010
441100020,gliquidone higher-cvr,441100020,su/ID441100020
441101000,gliquidone female,441101000,su/ID441101000
441102000,gliquidone male,441102000,su/ID441102000
441100100,gliquidone black,441100100,su/ID441100100
441100001,gliquidone without-rdz,441100001,su/ID441100001
441100002,gliquidone with-rdz,441100002,su/ID441100002
442100000,gliquidone main ot2,442100000,su/ID442100000
442110000,gliquidone ot2 younger-age,442110000,su/ID442110000
442120000,gliquidone ot2 middle-age,442120000,su/ID442120000
442130000,gliquidone ot2 older-age,442130000,su/ID442130000
442100010,gliquidone ot2 low-cvr,442100010,su/ID442100010
442100020,gliquidone ot2 higher-cvr,442100020,su/ID442100020
442101000,gliquidone ot2 female,442101000,su/ID442101000
442102000,gliquidone ot2 male,442102000,su/ID442102000
442100100,gliquidone ot2 black,442100100,su/ID442100100
442100001,gliquidone ot2 without-rdz,442100001,su/ID442100001
442100002,gliquidone ot2 with-rdz,442100002,su/ID442100002
441200000,gliquidone main no-met,441200000,su/ID441200000
441210000,gliquidone no-met younger-age,441210000,su/ID441210000
441220000,gliquidone no-met middle-age,441220000,su/ID441220000
441230000,gliquidone no-met older-age,441230000,su/ID441230000
441200010,gliquidone no-met low-cvr,441200010,su/ID441200010
441200020,gliquidone no-met higher-cvr,441200020,su/ID441200020
441201000,gliquidone no-met female,441201000,su/ID441201000
441202000,gliquidone no-met male,441202000,su/ID441202000
441200100,gliquidone no-met black,441200100,su/ID441200100
441200001,gliquidone no-met without-rdz,441200001,su/ID441200001
441200002,gliquidone no-met with-rdz,441200002,su/ID441200002
442200000,gliquidone main ot2 no-met,442200000,su/ID442200000
442210000,gliquidone ot2 no-met younger-age,442210000,su/ID442210000
442220000,gliquidone ot2 no-met middle-age,442220000,su/ID442220000
442230000,gliquidone ot2 no-met older-age,442230000,su/ID442230000
