targetId,comparatorId,outcomeIds,excludedCovariateConceptIds,targetName,comparatorName
411100000,421100000,-1,NA,chlorpropamide main,glimepiride main
411100000,431100000,-1,NA,chlorpropamide main,glipizide main
411100000,441100000,-1,NA,chlorpropamide main,gliquidone main
411100000,451100000,-1,NA,chlorpropamide main,glyburide main
411100000,461100000,-1,NA,chlorpropamide main,tolazamide main
411100000,471100000,-1,NA,chlorpropamide main,tolbutamide main
421100000,431100000,-1,NA,glimepiride main,glipizide main
421100000,441100000,-1,NA,glimepiride main,gliquidone main
421100000,451100000,-1,NA,glimepiride main,glyburide main
421100000,461100000,-1,NA,glimepiride main,tolazamide main
421100000,471100000,-1,NA,glimepiride main,tolbutamide main
431100000,441100000,-1,NA,glipizide main,gliquidone main
431100000,451100000,-1,NA,glipizide main,glyburide main
431100000,461100000,-1,NA,glipizide main,tolazamide main
431100000,471100000,-1,NA,glipizide main,tolbutamide main
441100000,451100000,-1,NA,gliquidone main,glyburide main
441100000,461100000,-1,NA,gliquidone main,tolazamide main
441100000,471100000,-1,NA,gliquidone main,tolbutamide main
451100000,461100000,-1,NA,glyburide main,tolazamide main
451100000,471100000,-1,NA,glyburide main,tolbutamide main
461100000,471100000,-1,NA,tolazamide main,tolbutamide main
411110000,421110000,-1,NA,chlorpropamide younger-age,glimepiride younger-age
411110000,431110000,-1,NA,chlorpropamide younger-age,glipizide younger-age
411110000,441110000,-1,NA,chlorpropamide younger-age,gliquidone younger-age
411110000,451110000,-1,NA,chlorpropamide younger-age,glyburide younger-age
411110000,461110000,-1,NA,chlorpropamide younger-age,tolazamide younger-age
411110000,471110000,-1,NA,chlorpropamide younger-age,tolbutamide younger-age
421110000,431110000,-1,NA,glimepiride younger-age,glipizide younger-age
421110000,441110000,-1,NA,glimepiride younger-age,gliquidone younger-age
421110000,451110000,-1,NA,glimepiride younger-age,glyburide younger-age
421110000,461110000,-1,NA,glimepiride younger-age,tolazamide younger-age
421110000,471110000,-1,NA,glimepiride younger-age,tolbutamide younger-age
431110000,441110000,-1,NA,glipizide younger-age,gliquidone younger-age
