targetId,comparatorId,outcomeIds,excludedCovariateConceptIds,targetName,comparatorName
111100000,121100000,-1,NA,alogliptin main,linagliptin main
111100000,131100000,-1,NA,alogliptin main,saxagliptin main
111100000,141100000,-1,NA,alogliptin main,sitagliptin main
111100000,151100000,-1,NA,alogliptin main,vildagliptin main
121100000,131100000,-1,NA,linagliptin main,saxagliptin main
121100000,141100000,-1,NA,linagliptin main,sitagliptin main
121100000,151100000,-1,NA,linagliptin main,vildagliptin main
131100000,141100000,-1,NA,saxagliptin main,sitagliptin main
131100000,151100000,-1,NA,saxagliptin main,vildagliptin main
141100000,151100000,-1,NA,sitagliptin main,vildagliptin main
111110000,121110000,-1,NA,alogliptin younger-age,linagliptin younger-age
111110000,131110000,-1,NA,alogliptin younger-age,saxagliptin younger-age
111110000,141110000,-1,NA,alogliptin younger-age,sitagliptin younger-age
111110000,151110000,-1,NA,alogliptin younger-age,vildagliptin younger-age
121110000,131110000,-1,NA,linagliptin younger-age,saxagliptin younger-age
121110000,141110000,-1,NA,linagliptin younger-age,sitagliptin younger-age
121110000,151110000,-1,NA,linagliptin younger-age,vildagliptin younger-age
131110000,141110000,-1,NA,saxagliptin younger-age,sitagliptin younger-age
131110000,151110000,-1,NA,saxagliptin younger-age,vildagliptin younger-age
141110000,151110000,-1,NA,sitagliptin younger-age,vildagliptin younger-age
111120000,121120000,-1,NA,alogliptin middle-age,linagliptin middle-age
111120000,131120000,-1,NA,alogliptin middle-age,saxagliptin middle-age
111120000,141120000,-1,NA,alogliptin middle-age,sitagliptin middle-age
111120000,151120000,-1,NA,alogliptin middle-age,vildagliptin middle-age
121120000,131120000,-1,NA,linagliptin middle-age,saxagliptin middle-age
121120000,141120000,-1,NA,linagliptin middle-age,sitagliptin middle-age
121120000,151120000,-1,NA,linagliptin middle-age,vildagliptin middle-age
131120000,141120000,-1,NA,saxagliptin middle-age,sitagliptin middle-age
131120000,151120000,-1,NA,saxagliptin middle-age,vildagliptin middle-age
141120000,151120000,-1,NA,sitagliptin middle-age,vildagliptin middle-age
111130000,121130000,-1,NA,alogliptin older-age,linagliptin older-age
111130000,131130000,-1,NA,alogliptin older-age,saxagliptin older-age
111130000,141130000,-1,NA,alogliptin older-age,sitagliptin older-age
111130000,151130000,-1,NA,alogliptin older-age,vildagliptin older-age
121130000,131130000,-1,NA,linagliptin older-age,saxagliptin older-age
121130000,141130000,-1,NA,linagliptin older-age,sitagliptin older-age
121130000,151130000,-1,NA,linagliptin older-age,vildagliptin older-age
131130000,141130000,-1,NA,saxagliptin older-age,sitagliptin older-age
131130000,151130000,-1,NA,saxagliptin older-age,vildagliptin older-age
141130000,151130000,-1,NA,sitagliptin older-age,vildagliptin older-age
111101000,121101000,-1,NA,alogliptin female,linagliptin female
111101000,131101000,-1,NA,alogliptin female,saxagliptin female
111101000,141101000,-1,NA,alogliptin female,sitagliptin female
111101000,151101000,-1,NA,alogliptin female,vildagliptin female
121101000,131101000,-1,NA,linagliptin female,saxagliptin female
121101000,141101000,-1,NA,linagliptin female,sitagliptin female
121101000,151101000,-1,NA,linagliptin female,vildagliptin female
131101000,141101000,-1,NA,saxagliptin female,sitagliptin female
131101000,151101000,-1,NA,saxagliptin female,vildagliptin female
141101000,151101000,-1,NA,sitagliptin female,vildagliptin female
111102000,121102000,-1,NA,alogliptin male,linagliptin male
111102000,131102000,-1,NA,alogliptin male,saxagliptin male
111102000,141102000,-1,NA,alogliptin male,sitagliptin male
